OrderID,Customer,Product,Category,Price,Quantity,Discount,Revenue,OrderDate,City,PaymentMethod,Rating
ORD1073,Customer_185,Keyboard,Accessories,1906.34,3.0,20.0,4575.22,2025-01-12,Mumbai,Cash,4
ORD1074,Customer_136,Keyboard,Accessories,1679.79,4.0,10.0,6047.24,2025-07-05,Bengaluru,Credit Card,4
ORD1075,Customer_246,T-Shirt,Fashion,,4.0,20.0,2759.33,2025-05-25,Pune,UPI,5
ORD1076,Customer_035,Smartwatch,Electronics,6700.42,5.0,0.0,33502.1,2025-09-10,CHENNAI,Credit Card,3
ORD1077,Customer_030,Keyboard,Accessories,1861.24,2.0,0.0,3722.48,2025-08-30,Delhi,Net Banking,5
ORD1078,Customer_239,Backpack,Accessories,2141.43,1.0,5.0,2034.36,2025-06-26,Delhi,Net Banking,2
ORD1079,Customer_205,Mixer,Home Appliances,3387.64,3.0,,8638.48,2025-04-08,Pune,Debit Card,1
ORD1080,Customer_095,Keyboard,Accessories,1560.44,4.0,15.0,5305.5,2025-05-13,Chennai,Debit Card,5
ORD1081,Customer_083,Backpack,Accessories,2377.53,5.0,15.0,10104.5,2025-05-25,Hyderabad,UPI,1
ORD1082,Customer_113,Headphones,Electronics,2331.05,4.0,0.0,9324.2,2025-10-15,Mumbai,Cash,2
ORD1083,Customer_012,Monitor,Electronics,14085.29,3.0,10.0,38030.28,2025-02-23,Bengaluru,Net Banking,3
ORD1084,Customer_066,Desk,Furniture,12323.84,5.0,10.0,55457.28,2025-03-16,Delhi,Cash,2
ORD1085,Customer_091,Mouse,Accessories,929.18,2.0,5.0,1765.44,2025-11-04,Pune,UPI,4
ORD1086,Customer_029,Coffee Maker,Home Appliances,4353.83,3.0,10.0,11755.34,2025-05-18,Pune,Credit Card,1
ORD1087,Customer_053,T-Shirt,Fashion,782.88,5.0,20.0,3131.52,2025-07-24,Chennai,Debit Card,3
ORD1088,Customer_080,Shoes,Fashion,2792.83,1.0,5.0,2653.19,2025-04-05,Delhi,Cash,4
ORD1089,Customer_160,Office Chair,Furniture,8274.74,3.0,10.0,22341.8,2025-03-02,Mumbai,Debit Card,3
ORD1090,Customer_022,Keyboard,Accessories,1621.22,4.0,5.0,6160.64,2025-11-22,Pune,Net Banking,1
ORD1091,Customer_218,T-Shirt,Fashion,820.71,2.0,0.0,1641.42,2025-10-28,Delhi,UPI,2
ORD1092,Customer_061,Desk,Furniture,11932.12,3.0,20.0,28637.09,2025-12-03,Mumbai,Cash,1
ORD1093,Customer_047,Office Chair,Furniture,9133.06,5.0,20.0,36532.24,2025-05-07,Chennai,Credit Card,4
ORD1094,Customer_014,Backpack,Accessories,2220.64,2.0,10.0,3997.15,2025-07-06,Delhi,Debit Card,3
ORD1095,Customer_227,Mixer,Home Appliances,3007.0,2.0,5.0,5713.3,2025-01-15,Pune,Net Banking,4
ORD1096,Customer_218,Monitor,Electronics,14268.65,1.0,0.0,14268.65,2025-05-06,Bengaluru,UPI,1
ORD1097,Customer_233,Jeans,Fashion,1850.54,4.0,5.0,7032.05,2025-04-19,Mumbai,Cash,2
ORD1098,Customer_042,Mixer,Home Appliances,,1.0,10.0,3381.94,2025-04-11,Chennai,Cash,2
ORD1099,Customer_229,Smartphone,Electronics,25852.57,3.0,20.0,62046.17,2025-10-16,Hyderabad,Net Banking,4
ORD1100,Customer_243,Coffee Maker,Home Appliances,3805.07,1.0,0.0,3805.07,2025-01-31,Hyderabad,Cash,2
ORD1101,Customer_118,Smartwatch,Electronics,7415.47,4.0,0.0,29661.88,2025-04-04,Chennai,Debit Card,1
ORD1102,Customer_044,Smartphone,Electronics,28476.81,2.0,5.0,54105.94,2025-05-13,Chennai,Credit Card,4
ORD1103,Customer_047,Headphones,Electronics,2274.63,4.0,0.0,9098.52,01-01-2025,Mumbai,Net Banking,3
ORD1104,Customer_134,Mixer,Home Appliances,3480.2,3.0,10.0,9396.54,2025-06-27,Mumbai,Net Banking,2
ORD1105,Customer_063,T-Shirt,Fashion,819.47,2.0,0.0,1638.94,2025-04-11,Pune,UPI,1
ORD1106,Customer_049,Shoes,Fashion,3174.24,3.0,5.0,9046.58,2025-03-10,Chennai,Cash,4
ORD1107,Customer_076,Smartphone,Electronics,24844.1,3.0,20.0,59625.84,2025-02-04,Pune,Cash,5
ORD1108,Customer_030,Office Chair,Furniture,9336.25,5.0,0.0,46681.25,18-10-2025,Hyderabad,Net Banking,5
ORD1109,Customer_089,Headphones,Electronics,2623.9,2.0,20.0,4198.24,2025-08-25,Mumbai,UPI,2
ORD1110,Customer_097,Office Chair,Furniture,8377.47,3.0,10.0,22619.17,2025-01-23,Nagpur,UPI,1
ORD1111,Customer_104,Laptop,Electronics,61592.98,2.0,10.0,110867.36,2025-04-14,Delhi,Debit Card,3
ORD1112,Customer_015,Backpack,Accessories,2352.16,2.0,0.0,4704.32,2025-04-21,Hyderabad,UPI,4
ORD1113,Customer_185,Coffee Maker,Home Appliances,4696.3,4.0,20.0,15028.16,2025-04-07,Hyderabad,Net Banking,3
ORD1114,Customer_010,Backpack,Accessories,1964.46,4.0,10.0,7072.06,2025-01-05,Delhi,Credit Card,1
ORD1115,Customer_180,Mouse,Accessories,986.74,4.0,5.0,3749.61,2025-07-03,Nagpur,Net Banking,5
ORD1116,Customer_155,Jeans,Fashion,1653.8,4.0,15.0,5622.92,2025-04-05,Delhi,Debit Card,4
ORD1117,Customer_011,Smartwatch,Electronics,6921.55,3.0,5.0,19726.42,2025-09-11,Mumbai,Credit Card,3
ORD1118,Customer_111,T-Shirt,Fashion,1011.2,2.0,10.0,1820.16,2025-04-14,Bengaluru,Debit Card,4
ORD1119,Customer_037,T-Shirt,Fashion,917.59,4.0,15.0,3119.81,2025-11-24,NAGPUR,Credit Card,1
ORD1120,Customer_029,T-Shirt,Fashion,866.1,1.0,5.0,822.8,2025-10-23,Pune,Debit Card,1
ORD1121,,Coffee Maker,Home Appliances,3867.24,2.0,15.0,6574.31,2025-11-09,Pune,Debit Card,5
ORD1122,Customer_057,Mixer,Home Appliances,3032.5,1.0,0.0,3032.5,2025-04-27,Mumbai,UPI,3
ORD1123,Customer_130,Mixer,Home Appliances,3410.23,-1.0,20.0,5456.37,2025-07-29,Delhi,Credit Card,3
ORD1124,Customer_179,Laptop,Electronics,56436.63,3.0,5.0,160844.4,2025-07-01,Pune,Cash,5
ORD1125,Customer_150,Office Chair,Furniture,8019.26,5.0,10.0,36086.67,2025-06-03,Bengaluru,Credit Card,5
ORD1126,Customer_148,Laptop,Electronics,49687.59,4.0,5.0,188812.84,2025-04-28,Chennai,Cash,5
ORD1127,Customer_222,Office Chair,Furniture,8505.6,1.0,5.0,8080.32,2025-08-03,Delhi,Debit Card,3
ORD1128,Customer_221,Coffee Maker,Home Appliances,3828.48,5.0,10.0,17228.16,2025-10-13,Delhi,Credit Card,1
ORD1129,Customer_220,Coffee Maker,Home Appliances,4469.71,2.0,10.0,,2025-04-23,mumbai,Debit Card,4
ORD1130,Customer_202,Laptop,Electronics,52266.99,3.0,5.0,148960.92,2025-06-11,Bengaluru,UPI,4
ORD1131,Customer_067,Smartphone,Electronics,31082.75,1.0,10.0,27974.48,2025-09-12,Hyderabad,UPI,5
ORD1132,Customer_162,Headphones,Electronics,2790.6,4.0,0.0,11162.4,10/18/2025,Chennai,Debit Card,4
ORD1133,Customer_055,Smartwatch,Electronics,6827.77,5.0,5.0,32431.91,2025-01-07,Mumbai,UPI,5
ORD1134,Customer_188,Headphones,Electronics,2217.08,3.0,10.0,5986.12,2025-03-23,Mumbai,UPI,5
ORD1135,Customer_119,Smartwatch,Electronics,6179.94,2.0,5.0,11741.89,2025-01-20,Hyderabad,Net Banking,1
ORD1136,Customer_086,Smartphone,Electronics,31032.97,3.0,20.0,74479.13,2025-12-30,Pune,Credit Card,3
ORD1137,Customer_209,Coffee Maker,Home Appliances,4163.54,1.0,5.0,3955.36,2025-01-14,Pune,Credit Card,5
ORD1138,Customer_154,Desk,Furniture,11128.4,3.0,5.0,31715.94,2025-01-29,Hyderabad,Credit Card,5
ORD1139,Customer_041,Shoes,Fashion,3509.68,5.0,15.0,14916.14,2025-02-03,Pune,Net Banking,1
ORD1140,Customer_213,Mouse,Accessories,989.03,5.0,0.0,4945.15,2025-01-27,Pune,Debit Card,2
ORD1141,Customer_173,T-Shirt,Fashion,935.94,5.0,0.0,4679.7,07/09/2025,MUMBAI,Credit Card,4
ORD1142,Customer_115,Mouse,Accessories,964.27,3.0,0.0,2892.81,2025-10-09,Hyderabad,Net Banking,3
ORD1143,Customer_039,Office Chair,Furniture,8339.84,4.0,10.0,30023.42,2025-08-20,Delhi,Credit Card,5
ORD1144,Customer_211,Office Chair,Furniture,7773.1,4.0,10.0,27983.16,08/15/2025,Bengaluru,Debit Card,1
ORD1145,Customer_154,Coffee Maker,Home Appliances,4773.6,3.0,5.0,13604.76,2025-03-14,Pune,UPI,1
ORD1146,Customer_035,Desk,Furniture,12737.73,2.0,5.0,24201.69,2025-05-11,Mumbai,Net Banking,4
ORD1147,Customer_101,T-Shirt,Fashion,1026.28,2.0,0.0,2052.56,2025-02-13,Delhi,Debit Card,1
ORD1148,Customer_047,Jeans,Fashion,1956.61,1.0,5.0,1858.78,2025-01-12,Chennai,Debit Card,5
ORD1149,Customer_012,Laptop,Electronics,57619.93,1.0,20.0,46095.94,2025-05-23,Delhi,Credit Card,1
ORD1150,Customer_145,Jeans,Fashion,1891.76,2.0,10.0,3405.17,2025-10-09,Hyderabad,Credit Card,5
ORD1151,Customer_221,Backpack,Accessories,2066.25,2.0,5.0,3925.88,2025-03-23,Nagpur,Cash,3
ORD1152,Customer_152,Smartphone,Electronics,28188.45,1.0,10.0,25369.6,2025-04-18,Bengaluru,Net Banking,2
ORD1153,Customer_108,Headphones,Electronics,2647.22,,10.0,4765.0,2025-02-08,Nagpur,UPI,4
ORD1154,Customer_016,Jeans,Fashion,1887.29,5.0,10.0,8492.8,2025-04-18,Chennai,Credit Card,3
ORD1155,Customer_141,Monitor,Electronics,16059.43,3.0,15.0,40951.55,2025-10-01,Delhi,Debit Card,4
ORD1156,Customer_236,Jeans,Fashion,1944.28,5.0,0.0,9721.4,2025-07-04,Bengaluru,UPI,2
ORD1157,Customer_222,Coffee Maker,Home Appliances,4096.39,4.0,10.0,14747.0,2025-06-26,Delhi,Net Banking,2
ORD1158,Customer_193,Smartwatch,Electronics,6920.33,5.0,0.0,34601.65,2025-03-14,Nagpur,UPI,1
ORD1159,Customer_061,Office Chair,Furniture,7542.32,3.0,20.0,18101.57,2025-07-17,Nagpur,Debit Card,5
ORD1160,Customer_072,Smartphone,Electronics,25203.09,4.0,0.0,100812.36,2025-05-28,Hyderabad,Net Banking,3
ORD1161,Customer_218,Jeans,Fashion,1594.98,3.0,0.0,4784.94,2025-08-29,Mumbai,Debit Card,5
ORD1162,Customer_020,Keyboard,Accessories,1870.08,1.0,10.0,1683.07,2025-08-29,Hyderabad,Debit Card,2
ORD1163,Customer_160,Headphones,Electronics,2693.68,1.0,0.0,2693.68,2025-08-15,chennai,Net Banking,5
ORD1164,Customer_098,Mixer,Home Appliances,3011.61,4.0,,10841.8,2025-09-24,Pune,Debit Card,3
ORD1165,Customer_076,T-Shirt,Fashion,893.7,3.0,20.0,2144.88,2025-06-19,Pune,UPI,5
ORD1166,Customer_072,Shoes,Fashion,2803.51,4.0,5.0,10653.34,2025-09-08,Hyderabad,Credit Card,2
ORD1167,Customer_205,Mouse,Accessories,1024.77,5.0,15.0,,2025-03-22,Mumbai,Net Banking,5
ORD1168,Customer_205,Headphones,Electronics,2743.51,2.0,10.0,4938.32,2025-08-25,Pune,Debit Card,4
ORD1169,Customer_045,Laptop,Electronics,49346.12,1.0,5.0,46878.81,2025-12-11,Hyderabad,Credit Card,4
ORD1170,Customer_235,Mixer,Home Appliances,3708.94,4.0,0.0,14835.76,2025-02-14,Mumbai,UPI,3
ORD1171,Customer_181,Mixer,Home Appliances,3842.11,2.0,15.0,6531.59,2025-06-07,Nagpur,Credit Card,4
ORD1172,Customer_194,Smartphone,Electronics,30789.93,5.0,5.0,146252.17,2025-08-12,Hyderabad,Debit Card,1
ORD1173,Customer_088,Desk,Furniture,12474.53,2.0,10.0,22454.15,2025-12-31,DELHI,Debit Card,2
ORD1174,Customer_222,Desk,Furniture,-500.0,4.0,10.0,49200.37,2025-02-06,Hyderabad,Cash,4
ORD1175,Customer_012,Smartwatch,Electronics,5657.28,3.0,,16971.84,2025-07-12,Chennai,Credit Card,3
ORD1176,Customer_227,Smartphone,Electronics,31120.91,5.0,5.0,147824.32,07-01-2025,Hyderabad,Debit Card,1
ORD1177,Customer_215,Mouse,Accessories,865.4,3.0,5.0,2466.39,2025-01-26,Mumbai,Credit Card,5
ORD1178,Customer_015,Smartwatch,Electronics,6356.05,5.0,15.0,27013.21,2025-10-12,Hyderabad,Debit Card,4
ORD1179,Customer_027,Smartphone,Electronics,30291.71,4.0,10.0,109050.16,2025-07-14,Pune,Cash,4
ORD1180,Customer_006,Jeans,Fashion,2039.55,5.0,10.0,9177.98,2025-05-27,Pune,Net Banking,3
ORD1181,Customer_162,Shoes,Fashion,3112.96,4.0,10.0,11206.66,2025-06-12,Pune,UPI,4
ORD1182,Customer_174,Smartphone,Electronics,31060.61,3.0,20.0,74545.46,2025-05-25,Hyderabad,Net Banking,3
ORD1183,Customer_172,Coffee Maker,Home Appliances,4238.25,3.0,15.0,10807.54,2025-06-30,Bengaluru,Credit Card,3
ORD1184,Customer_199,Smartwatch,Electronics,7078.25,1.0,0.0,,2025-09-30,Chennai,Cash,4
ORD1185,Customer_214,Smartwatch,Electronics,6613.9,1.0,0.0,6613.9,2025-04-27,Mumbai,Debit Card,5
ORD1186,Customer_082,Laptop,Electronics,46941.74,2.0,10.0,84495.13,2025-04-05,Chennai,Debit Card,5
ORD1187,Customer_214,Desk,Furniture,13296.44,1.0,0.0,13296.44,2025-06-28,Pune,UPI,4
ORD1188,Customer_202,Desk,Furniture,12255.26,4.0,10.0,44118.94,2025-08-30,Bengaluru,UPI,2
ORD1189,Customer_077,Laptop,Electronics,48199.8,5.0,,240999.0,2025-04-26,Mumbai,Credit Card,2
ORD1190,Customer_172,Coffee Maker,Home Appliances,4443.42,2.0,0.0,8886.84,2025-11-01,Delhi,Net Banking,3
ORD1191,Customer_160,Shoes,Fashion,2750.32,1.0,0.0,2750.32,2025-02-10,Mumbai,Cash,2
ORD1192,Customer_203,T-Shirt,Fashion,981.47,3.0,5.0,2797.19,2025-03-25,Bengaluru,Credit Card,2
ORD1193,Customer_014,Mixer,Home Appliances,3650.76,1.0,0.0,3650.76,2025-01-12,Nagpur,Cash,5
ORD1194,Customer_238,Desk,Furniture,13338.42,2.0,5.0,25343.0,22-12-2025,Hyderabad,Net Banking,5
ORD1195,Customer_146,Backpack,Accessories,1898.82,4.0,10.0,6835.75,2025-07-30,Chennai,Net Banking,1
ORD1196,Customer_189,Shoes,Fashion,3344.31,2.0,5.0,6354.19,2025-04-03,Chennai,UPI,4
ORD1197,Customer_148,Laptop,Electronics,61076.5,2.0,,109937.7,2025-10-20,Bengaluru,Cash,4
ORD1198,Customer_096,Coffee Maker,Home Appliances,4814.44,2.0,15.0,8184.55,2025-04-15,Bengaluru,Credit Card,5
ORD1199,Customer_164,Smartphone,Electronics,27888.02,2.0,10.0,50198.44,2025-09-19,Nagpur,Credit Card,3
ORD1200,Customer_237,Headphones,Electronics,2337.89,5.0,0.0,11689.45,2025-01-18,Hyderabad,UPI,3
ORD1201,Customer_078,Monitor,Electronics,14906.46,2.0,0.0,29812.92,02-01-2025,Nagpur,Net Banking,5
ORD1202,Customer_014,Mouse,Accessories,897.92,4.0,5.0,3412.1,2025-08-19,Pune,Cash,2
ORD1203,Customer_028,Backpack,Accessories,1977.93,3.0,5.0,5637.1,2025-03-07,Delhi,Net Banking,5
ORD1204,Customer_045,Mixer,Home Appliances,3592.83,4.0,0.0,14371.32,2025-10-30,Nagpur,Debit Card,2
ORD1205,Customer_076,Headphones,Electronics,2456.52,2.0,5.0,4667.39,12/16/2025,Pune,UPI,5
ORD1206,Customer_064,Smartwatch,Electronics,6671.37,4.0,10.0,24016.93,2025-10-11,Pune,Debit Card,5
ORD1207,Customer_120,Mixer,Home Appliances,3671.99,5.0,15.0,15605.96,2025-02-13,Bengaluru,Cash,3
ORD1208,Customer_037,Jeans,Fashion,1548.46,2.0,0.0,3096.92,2025-01-20,Mumbai,Net Banking,1
ORD1209,Customer_069,Backpack,Accessories,2018.3,5.0,20.0,8073.2,2025-06-10,pune,Debit Card,4
ORD1210,Customer_043,Monitor,Electronics,13568.99,2.0,20.0,21710.38,2025-05-06,Mumbai,UPI,2
ORD1211,Customer_172,Jeans,Fashion,1998.68,3.0,5.0,5696.24,2025-10-21,bengaluru,Net Banking,4
ORD1212,Customer_247,Smartphone,Electronics,25495.57,2.0,0.0,50991.14,2025-09-21,Hyderabad,Net Banking,2
ORD1213,Customer_158,Laptop,Electronics,60578.9,2.0,5.0,115099.91,2025-04-24,Mumbai,UPI,2
ORD1214,Customer_072,Office Chair,Furniture,9429.75,1.0,0.0,9429.75,2025-12-11,Chennai,Cash,1
ORD1215,Customer_105,Laptop,Electronics,50308.64,5.0,10.0,226388.88,2025-03-31,Chennai,Cash,2
ORD1216,Customer_089,Smartphone,Electronics,28881.61,1.0,15.0,24549.37,2025-06-25,Hyderabad,UPI,5
ORD1217,Customer_125,Jeans,Fashion,1685.89,3.0,15.0,4299.02,2025-04-12,Chennai,Cash,3
ORD1218,Customer_083,Mouse,Accessories,1008.37,5.0,15.0,4285.57,2025-12-31,Delhi,UPI,1
ORD1219,Customer_143,Keyboard,Accessories,1705.28,4.0,10.0,6139.01,2025-11-12,Hyderabad,UPI,1
ORD1220,Customer_218,Laptop,Electronics,55753.83,3.0,0.0,167261.49,2025-09-24,Delhi,Credit Card,2
ORD1221,Customer_048,Coffee Maker,Home Appliances,4200.56,5.0,15.0,17852.38,2025-04-27,Hyderabad,Credit Card,1
ORD1222,Customer_228,T-Shirt,Fashion,,5.0,0.0,4026.15,2025-09-28,Delhi,Credit Card,4
ORD1223,Customer_247,Shoes,Fashion,3220.38,5.0,0.0,16101.9,2025-12-02,Nagpur,Net Banking,4
ORD1224,Customer_068,Mixer,Home Appliances,3230.66,3.0,5.0,9207.38,2025-10-04,Hyderabad,Debit Card,2
ORD1225,Customer_027,Coffee Maker,Home Appliances,4182.2,5.0,5.0,19865.45,06/06/2025,Nagpur,Cash,3
ORD1226,,Office Chair,Furniture,8018.83,4.0,10.0,28867.79,2025-03-18,Bengaluru,Credit Card,1
ORD1227,Customer_141,Coffee Maker,Home Appliances,3798.25,4.0,0.0,15193.0,2025-06-08,Nagpur,UPI,2
ORD1228,Customer_118,Jeans,Fashion,1668.54,4.0,5.0,6340.45,2025-09-20,Chennai,UPI,4
ORD1229,Customer_150,Office Chair,Furniture,8567.57,3.0,0.0,25702.71,2025-04-28,Hyderabad,Cash,1
ORD1230,Customer_121,Monitor,Electronics,12790.59,2.0,0.0,25581.18,2025-05-05,Mumbai,UPI,2
